year,month,업종대분류명,업종중분류명,중분류 소비액(천원)
2024,11,쇼핑업,대형쇼핑몰,1486234.0
2024,11,쇼핑업,레저용품쇼핑,10329.0
2024,11,쇼핑업,기타관광쇼핑,896082.0
2024,11,숙박업,호텔,9655.0
2024,11,숙박업,캠핑장/펜션,3750.0
2024,11,숙박업,기타숙박,270462.0
2024,11,식음료업,일반외식업,312571.0
2024,11,식음료업,제과음료업,55977.0
2024,11,여가서비스업,관광유원시설,1729.0
2024,11,여가서비스업,골프장,50218.0
2024,11,여가서비스업,기타레저,33101.0
2024,11,여가서비스업,문화서비스,1301.0
2024,11,여행업,여행업,1290.0
2024,11,운송업,육상운송,20318.0
2024,11,운송업,렌터카,822.0
2024,11,의료웰니스업,의료관광,52172.0
2024,11,의료웰니스업,뷰티,28563.0
