year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2025,3,쇼핑업,레저용품쇼핑,49.5,2.7
2025,3,쇼핑업,기타관광쇼핑,49.5,25.5
2025,3,쇼핑업,대형쇼핑몰,49.5,71.8
2025,3,숙박업,호텔,0.6,8.8
2025,3,숙박업,캠핑장/펜션,0.6,4.8
2025,3,숙박업,기타숙박,0.6,86.4
2025,3,식음료업,일반외식업,29.4,82.1
2025,3,식음료업,제과음료업,29.4,17.9
2025,3,여가서비스업,관광유원시설,8.3,3.6
2025,3,여가서비스업,골프장,8.3,79.0
2025,3,여가서비스업,기타레저,8.3,13.6
2025,3,여가서비스업,문화서비스,8.3,3.8
2025,3,여행업,여행업,0.1,100.0
2025,3,운송업,육상운송,10.7,99.4
2025,3,운송업,렌터카,10.7,0.6
2025,3,의료웰니스업,의료관광,1.4,14.9
2025,3,의료웰니스업,뷰티,1.4,85.1
