year,month,소비자 연령,비율(남성),비율(여성)
2024,5,80대,0.3,0.3
2024,5,70대,1.9,1.4
2024,5,60대,8.7,5.2
2024,5,50대,16.4,10.1
2024,5,40대,17.7,9.0
2024,5,30대,13.6,8.1
2024,5,20대,3.8,3.3
2024,5,10대,0.1,0.1
