year,month,업종대분류명,소비액(천원)
2025,7,전체,1944594.0
2025,7,숙박업,176048.0
2025,7,여행업,1434.0
2025,7,운송업,1509.0
2025,7,쇼핑업,391182.0
2025,7,여가서비스업,1374421.0
