year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2024,9,쇼핑업,레저용품쇼핑,48.5,2.6
2024,9,쇼핑업,기타관광쇼핑,48.5,28.5
2024,9,쇼핑업,대형쇼핑몰,48.5,68.9
2024,9,숙박업,호텔,0.5,6.4
2024,9,숙박업,캠핑장/펜션,0.5,7.3
2024,9,숙박업,기타숙박,0.5,86.3
2024,9,식음료업,일반외식업,28.3,80.7
2024,9,식음료업,제과음료업,28.3,19.3
2024,9,여가서비스업,관광유원시설,10.7,4.5
2024,9,여가서비스업,골프장,10.7,79.1
2024,9,여가서비스업,기타레저,10.7,12.1
2024,9,여가서비스업,문화서비스,10.7,4.3
2024,9,여행업,여행업,0.1,100.0
2024,9,운송업,육상운송,10.8,99.9
2024,9,운송업,렌터카,10.8,0.1
2024,9,의료웰니스업,의료관광,1.2,17.4
2024,9,의료웰니스업,뷰티,1.2,82.6
