year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2024,7,쇼핑업,레저용품쇼핑,42.1,3.6
2024,7,쇼핑업,기타관광쇼핑,42.1,35.3
2024,7,쇼핑업,대형쇼핑몰,42.1,61.1
2024,7,숙박업,호텔,0.7,6.8
2024,7,숙박업,캠핑장/펜션,0.7,5.0
2024,7,숙박업,기타숙박,0.7,88.2
2024,7,식음료업,일반외식업,31.9,81.9
2024,7,식음료업,제과음료업,31.9,18.1
2024,7,여가서비스업,관광유원시설,10.9,2.9
2024,7,여가서비스업,골프장,10.9,78.4
2024,7,여가서비스업,기타레저,10.9,12.5
2024,7,여가서비스업,문화서비스,10.9,6.1
2024,7,여행업,여행업,0.1,100.0
2024,7,운송업,렌터카,13.1,0.0
2024,7,운송업,육상운송,13.1,100.0
2024,7,의료웰니스업,의료관광,1.3,14.4
2024,7,의료웰니스업,뷰티,1.3,85.6
