year,month,소비자 연령,비율(남성),비율(여성)
2025,8,80대,0.3,0.3
2025,8,70대,2.2,1.3
2025,8,60대,9.4,5.3
2025,8,50대,16.3,10.1
2025,8,40대,17.1,8.9
2025,8,30대,13.7,7.8
2025,8,20대,3.7,3.3
2025,8,10대,0.1,0.1
