year,month,소비자 연령,비율(남성),비율(여성)
2025,4,80대,0.4,0.3
2025,4,70대,2.2,1.4
2025,4,60대,9.6,5.8
2025,4,50대,16.5,10.0
2025,4,40대,17.1,8.7
2025,4,30대,13.4,7.8
2025,4,20대,3.5,3.0
2025,4,10대,0.1,0.1
