year,month,소비자 연령,비율(남성),비율(여성)
2024,2,80대,0.3,0.3
2024,2,70대,1.8,1.3
2024,2,60대,8.4,4.7
2024,2,50대,15.4,9.4
2024,2,40대,17.3,9.4
2024,2,30대,15.0,8.3
2024,2,20대,4.4,3.7
2024,2,10대,0.1,0.1
