year,month,소비자 연령,비율(남성),비율(여성)
2025,1,80대,0.4,0.4
2025,1,70대,2.0,1.2
2025,1,60대,8.8,5.2
2025,1,50대,15.3,9.6
2025,1,40대,16.8,8.9
2025,1,30대,14.1,10.5
2025,1,20대,3.6,3.2
2025,1,10대,0.1,0.1
