year,month,업종대분류명,업종중분류명,중분류 소비액(천원)
2024,4,쇼핑업,대형쇼핑몰,1645170.0
2024,4,쇼핑업,레저용품쇼핑,10897.0
2024,4,쇼핑업,기타관광쇼핑,790693.0
2024,4,숙박업,호텔,12853.0
2024,4,숙박업,캠핑장/펜션,270.0
2024,4,숙박업,기타숙박,72534.0
2024,4,식음료업,일반외식업,306076.0
2024,4,식음료업,제과음료업,56973.0
2024,4,여가서비스업,관광유원시설,951.0
2024,4,여가서비스업,골프장,43805.0
2024,4,여가서비스업,기타레저,56008.0
2024,4,여가서비스업,문화서비스,1698.0
2024,4,여행업,여행업,18.0
2024,4,운송업,육상운송,10010.0
2024,4,운송업,렌터카,294.0
2024,4,의료웰니스업,의료관광,29071.0
2024,4,의료웰니스업,뷰티,31381.0
