year,month,업종대분류명,소비액(천원)
2025,6,전체,105478824.0
2025,6,숙박업,458187.0
2025,6,여행업,35339.0
2025,6,운송업,12270923.0
2025,6,쇼핑업,46401310.0
2025,6,여가서비스업,11351589.0
2025,6,의료웰니스업,1456843.0
2025,6,식음료업,33504632.0
