year,month,소비자 연령,비율(남성),비율(여성)
2025,9,80대,0.4,0.4
2025,9,70대,2.1,1.4
2025,9,60대,9.5,5.5
2025,9,50대,16.3,10.1
2025,9,40대,17.9,8.5
2025,9,30대,13.2,7.9
2025,9,20대,3.6,3.1
2025,9,10대,0.1,0.1
