year,month,업종대분류명,소비액(천원)
2024,10,전체,129573574.0
2024,10,숙박업,717363.0
2024,10,여행업,67840.0
2024,10,운송업,13386922.0
2024,10,쇼핑업,64600417.0
2024,10,여가서비스업,14409159.0
2024,10,의료웰니스업,1435566.0
2024,10,식음료업,34956306.0
