year,month,소비자 연령,비율(남성),비율(여성)
2024,3,80대,0.3,0.3
2024,3,70대,1.7,1.1
2024,3,60대,8.2,4.7
2024,3,50대,15.9,9.7
2024,3,40대,17.9,9.4
2024,3,30대,14.5,8.6
2024,3,20대,3.9,3.6
2024,3,10대,0.1,0.1
