year,month,소비자 연령,비율(남성),비율(여성)
2024,12,80대,0.3,0.3
2024,12,70대,1.6,1.1
2024,12,60대,8.3,4.8
2024,12,50대,15.2,10.0
2024,12,40대,16.9,8.8
2024,12,30대,15.1,8.5
2024,12,20대,4.6,4.1
2024,12,10대,0.1,0.1
