year,month,소비자 연령,비율(남성),비율(여성)
2024,10,80대,0.4,0.3
2024,10,70대,1.8,1.2
2024,10,60대,8.4,4.9
2024,10,50대,15.6,9.7
2024,10,40대,17.1,9.4
2024,10,30대,15.1,8.8
2024,10,20대,3.8,3.5
2024,10,10대,0.1,0.1
