year,month,소비자 연령,비율(남성),비율(여성)
2025,5,80대,0.4,0.4
2025,5,70대,2.1,1.3
2025,5,60대,9.4,5.7
2025,5,50대,16.3,10.0
2025,5,40대,17.3,9.2
2025,5,30대,13.2,8.1
2025,5,20대,3.3,3.2
2025,5,10대,0.1,0.1
