year,month,업종대분류명,업종중분류명,중분류 소비액(천원)
2025,4,쇼핑업,대형쇼핑몰,1729962.0
2025,4,쇼핑업,레저용품쇼핑,12258.0
2025,4,쇼핑업,기타관광쇼핑,1249259.0
2025,4,숙박업,호텔,8824.0
2025,4,숙박업,캠핑장/펜션,600.0
2025,4,숙박업,기타숙박,95767.0
2025,4,식음료업,일반외식업,401171.0
2025,4,식음료업,제과음료업,76006.0
2025,4,여가서비스업,관광유원시설,2620.0
2025,4,여가서비스업,골프장,46861.0
2025,4,여가서비스업,기타레저,37305.0
2025,4,여가서비스업,문화서비스,1546.0
2025,4,여행업,여행업,29.0
2025,4,운송업,육상운송,17176.0
2025,4,운송업,렌터카,187.0
2025,4,의료웰니스업,의료관광,63633.0
2025,4,의료웰니스업,뷰티,26101.0
