year,month,업종대분류명,소비액(천원)
2025,9,전체,1920874.0
2025,9,숙박업,181549.0
2025,9,여행업,2255.0
2025,9,운송업,5362.0
2025,9,쇼핑업,519588.0
2025,9,여가서비스업,1212120.0
