year,month,업종대분류명,소비액(천원)
2025,6,전체,1941436.0
2025,6,숙박업,157556.0
2025,6,여행업,22313.0
2025,6,운송업,15268.0
2025,6,쇼핑업,382458.0
2025,6,여가서비스업,1363840.0
