year,month,업종대분류명,소비액(천원)
2025,2,전체,84356477.0
2025,2,숙박업,601209.0
2025,2,여행업,81726.0
2025,2,운송업,11847745.0
2025,2,쇼핑업,40130502.0
2025,2,여가서비스업,3848681.0
2025,2,의료웰니스업,1361875.0
2025,2,식음료업,26484740.0
