year,month,소비자 연령,비율(남성),비율(여성)
2024,9,80대,0.3,0.3
2024,9,70대,1.8,1.2
2024,9,60대,8.5,5.0
2024,9,50대,15.2,9.9
2024,9,40대,17.1,9.2
2024,9,30대,15.2,8.7
2024,9,20대,4.0,3.5
2024,9,10대,0.1,0.1
