year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2024,5,쇼핑업,레저용품쇼핑,44.2,5.4
2024,5,쇼핑업,기타관광쇼핑,44.2,31.1
2024,5,쇼핑업,대형쇼핑몰,44.2,63.5
2024,5,숙박업,호텔,0.6,8.4
2024,5,숙박업,캠핑장/펜션,0.6,6.6
2024,5,숙박업,기타숙박,0.6,85.0
2024,5,식음료업,일반외식업,30.7,82.0
2024,5,식음료업,제과음료업,30.7,18.0
2024,5,여가서비스업,관광유원시설,12.3,2.9
2024,5,여가서비스업,골프장,12.3,80.7
2024,5,여가서비스업,기타레저,12.3,11.9
2024,5,여가서비스업,문화서비스,12.3,4.5
2024,5,여행업,여행업,0.1,100.0
2024,5,운송업,육상운송,10.8,99.9
2024,5,운송업,렌터카,10.8,0.1
2024,5,의료웰니스업,의료관광,1.3,15.4
2024,5,의료웰니스업,뷰티,1.3,84.6
