year,month,업종대분류명,소비액(천원)
2024,5,전체,2725905.0
2024,5,숙박업,168454.0
2024,5,여행업,3858.0
2024,5,운송업,2804.0
2024,5,쇼핑업,850516.0
2024,5,여가서비스업,1700273.0
