기준연월,동반유형명,언급건수
202008,기타가족,11690
202008,회사동료,5721
202008,친구,5679
202008,자녀,5467
202008,부모님,4524
202008,배우자,2647
202008,싱글,1713
202008,연인,1382
202008,학생,1075
