기준연월,동반유형명,언급건수
202107,기타가족,11122
202107,회사동료,4995
202107,부모님,4284
202107,자녀,4094
202107,친구,4000
202107,배우자,2762
202107,싱글,1797
202107,연인,1404
202107,학생,965
