기준연월,동반유형명,언급건수
202005,기타가족,15650
202005,부모님,7305
202005,친구,7101
202005,회사동료,5178
202005,자녀,4563
202005,배우자,4283
202005,연인,2363
202005,싱글,2316
202005,학생,935
