업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,579336.0
쇼핑업,레저용품쇼핑,5226.0
쇼핑업,기타관광쇼핑,154217.0
숙박업,호텔,6796.0
숙박업,기타숙박,28552.0
식음료업,일반외식업,45664.0
식음료업,제과음료업,8833.0
여가서비스업,관광유원시설,41.0
여가서비스업,골프장,6510.0
여가서비스업,기타레저,2186.0
여가서비스업,문화서비스,508.0
운송업,육상운송,4829.0
의료웰니스업,의료관광,41545.0
의료웰니스업,뷰티,4237.0
