업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,42.2,3.7
쇼핑업,기타관광쇼핑,42.2,34.1
쇼핑업,대형쇼핑몰,42.2,62.3
숙박업,호텔,0.8,13.1
숙박업,캠핑장/펜션,0.8,5.7
숙박업,기타숙박,0.8,81.2
식음료업,일반외식업,28.8,81.5
식음료업,제과음료업,28.8,18.5
여가서비스업,관광유원시설,12.1,2.9
여가서비스업,골프장,12.1,77.8
여가서비스업,기타레저,12.1,12.3
여가서비스업,문화서비스,12.1,7.0
여행업,여행업,0.0,100.0
운송업,렌터카,15.1,0.0
운송업,육상운송,15.1,100.0
의료웰니스업,의료관광,1.1,18.2
의료웰니스업,뷰티,1.1,81.8
