업종중분류명,업체명,방문자수,순위
음식,일산칼국수/본점,37.0,1
음식,맥도날드/중산DT점,28.0,2
음식,등촌샤브칼국수/일산본점,13.0,3
음식,백제원/일산점 [한식],12.0,4
음식,돈까스클럽/일산동구점,11.0,5
음식,쿠우쿠우/일산호수공원점,11.0,6
음식,샛터농원,11.0,7
음식,설문커피,10.0,8
음식,포레스트아웃팅스,9.0,9
음식,일산수산물시장,8.0,10
쇼핑,코스트코홀세일/일산점,105.0,1
쇼핑,라페스타,82.0,2
쇼핑,벨라시타,60.0,3
쇼핑,이마트/풍산점,38.0,4
쇼핑,롯데백화점/일산점,34.0,5
쇼핑,뉴코아아울렛/일산점,22.0,6
쇼핑,롯데아울렛/고양터미널점,14.0,7
쇼핑,홈플러스/일산점,13.0,8
쇼핑,홈플러스/고양터미널점,13.0,9
쇼핑,이마트/일산점,9.0,10
문화관광,일산호수공원,50.0,1
문화관광,CGV/일산,11.0,2
문화관광,알미공원,4.0,3
문화관광,중산체육공원,3.0,4
문화관광,정발산공원,2.0,5
문화관광,와글아이/일산차움라이프센터점,2.0,6
문화관광,백석어린이공원,1.0,7
문화관광,메가박스/백석,1.0,8
문화관광,롯데시네마/라페스타,1.0,9
문화관광,광원수족관,1.0,10
