순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,1665
2,휴식/힐링,나들이,1117
3,레포츠,캠핑,1018
4,레포츠,빠지,793
5,레포츠,등산,358
6,기타,투어,324
7,휴식/힐링,피크닉,293
8,기타,데이트코스,194
9,미식,카페투어,193
10,레포츠,낚시,165
11,휴식/힐링,불멍,151
12,레포츠,글램핑,147
13,기타,해외여행,136
14,휴식/힐링,휴양,124
15,레포츠,산행,109
16,휴식/힐링,즐길거리,97
17,레포츠,레저,96
18,레포츠,차박,90
19,레포츠,오프로드,89
20,기타,답사,85
21,휴식/힐링,야영,81
22,레포츠,카약,76
23,미식,먹부림,75
24,레포츠,스키,61
25,휴식/힐링,호캉스,53
26,레포츠,캠크닉,49
26,휴식/힐링,드라이브코스,49
28,레포츠,트레킹,45
29,휴식/힐링,신혼여행,43
30,레포츠,오토캠핑,42
31,미식,맛집투어,41
31,레포츠,수상자전거,41
33,휴식/힐링,물멍,39
34,레포츠,짚라인,35
34,미식,맛집탐방,35
36,미식,빵지순례,33
37,미식,바베큐파티,32
38,레포츠,레포츠,31
38,레포츠,수상레저,31
40,레포츠,클라이밍,26
41,기타,자전거여행,25
42,휴식/힐링,재충전,23
43,레포츠,캠프파이어,22
43,체험,승마체험,22
43,레포츠,서핑,22
46,기타,일본여행,19
46,레포츠,노지캠핑,19
46,체험,카약체험,19
49,휴식/힐링,힐링여행,18
50,휴식/힐링,일광욕,17
50,휴식/힐링,북캉스,17
52,레포츠,게이트볼,16
53,기타,유럽여행,15
53,레포츠,바다낚시,15
53,미식,고기파티,15
53,기타,추억여행,15
53,레포츠,트래킹,15
53,레포츠,백패킹,15
53,휴식/힐링,테라피,15
60,체험,갯벌체험,13
60,기타,제주여행,13
60,기타,일본관광,13
60,레포츠,캠핑족,13
60,체험,시티투어,13
65,레포츠,스쿼시,12
65,레포츠,산악자전거,12
65,레포츠,암벽등반,12
65,휴식/힐링,근교여행,12
69,휴식/힐링,허니문,11
69,체험,동물체험,11
69,기타,테마여행,11
69,체험,수학여행,11
69,기타,도보여행,11
74,기타,부산여행,10
74,체험,미술체험,10
76,레포츠,감성캠핑,9
76,미식,먹킷리스트,9
76,체험,농촌체험,9
76,체험,숲체험,9
76,체험,생태체험,9
81,체험,전통놀이체험,8
81,체험,쿠킹클래스,8
81,체험,먹이주기체험,8
81,휴식/힐링,노을뷰,8
81,기타,역사여행,8
86,레포츠,캠핑여행,7
86,레포츠,패러글라이딩,7
86,휴식/힐링,차크닉,7
86,휴식/힐링,스테이케이션,7
86,기타,스탬프투어,7
86,레포츠,하이킹,7
92,체험,vr체험,6
92,기타,제주도여행,6
92,미식,빵투어,6
92,체험,동물먹이주기체험,6
92,기타,자유여행,6
92,휴식/힐링,홈캠핑,6
92,체험,도자기체험,6
92,체험,템플스테이,6
92,체험,동물먹이체험,6
92,체험,수확체험,6
92,레포츠,오프로드라이딩,6
92,레포츠,캠프닉,6
92,체험,오프로드체험,6
92,체험,공포체험,6
106,레포츠,수상레져,5
106,레포츠,민물낚시,5
106,기타,기차여행,5
106,레포츠,제트보트,5
106,미식,먹방여행,5
106,레포츠,수상스키,5
106,레포츠,카라반캠핑,5
106,체험,역사체험,5
106,기타,세계여행,5
106,레포츠,산악오토바이,5
106,체험,농장체험,5
106,레포츠,래프팅,5
106,레포츠,스쿠버,5
119,레포츠,골프여행,4
119,휴식/힐링,일몰뷰,4
119,레포츠,수상스포츠,4
119,체험,물레체험,4
119,레포츠,배스낚시,4
119,레포츠,번지점프,4
119,레포츠,애슬레저,4
119,휴식/힐링,생태관광,4
119,휴식/힐링,산멍,4
119,휴식/힐링,숲멍,4
119,레포츠,웨이크보드,4
119,휴식/힐링,홈캉스,4
131,체험,낚시체험,3
131,휴식/힐링,우정여행,3
131,기타,걷기여행,3
131,체험,한옥스테이,3
131,체험,공방체험,3
131,체험,곤충체험,3
131,레포츠,모토캠핑,3
131,체험,버스투어,3
131,기타,세계일주,3
131,체험,요리체험,3
131,휴식/힐링,촌캉스,3
131,기타,미국여행,3
131,레포츠,스노쿨링,3
131,레포츠,스쿠버다이빙,3
131,체험,놀이체험,3
131,휴식/힐링,석양뷰,3
147,체험,다도체험,2
147,휴식/힐링,감성여행,2
147,기타,패키지여행,2
147,레포츠,ssi,2
147,체험,향수만들기,2
147,체험,전통의상체험,2
147,체험,공예체험,2
147,휴식/힐링,옥캉스,2
147,레포츠,서바이벌게임,2
147,휴식/힐링,벚꽃여행,2
147,레포츠,스케이트보드,2
147,레포츠,레저스포츠,2
147,미식,애프터눈티,2
147,체험,카트체험,2
147,레포츠,오픈워터,2
147,미식,삼겹살파티,2
147,휴식/힐링,하늘멍,2
147,레포츠,루어낚시,2
147,미식,맥주파티,2
147,체험,족욕체험,2
147,레포츠,프리다이빙,2
147,미식,와이너리투어,2
147,휴식/힐링,겨울여행,2
147,레포츠,padi,2
147,기타,일출여행,2
147,레포츠,윈드서핑,2
173,체험,말타기체험,1
173,레포츠,bmx,1
173,레포츠,스노클링,1
173,휴식/힐링,단풍놀이,1
173,휴식/힐링,요트투어,1
173,휴식/힐링,태교여행,1
173,레포츠,제트스키,1
173,체험,목장체험,1
173,체험,민속놀이체험,1
173,체험,어린이승마체험,1
173,체험,한복체험,1
173,레포츠,스킨스쿠버,1
173,체험,액티비티체험,1
173,체험,학생승마체험,1
173,레포츠,버기카,1
173,레포츠,스노우보드,1
173,레포츠,써핑,1
173,레포츠,패들보드,1
173,체험,교복체험,1
173,레포츠,스카이다이빙,1
173,체험,동굴체험,1
173,휴식/힐링,집콕생활,1
173,기타,배낭여행,1
173,레포츠,빙벽등반,1
173,체험,목공체험,1
173,미식,먹거리여행,1
173,체험,감귤체험,1
173,체험,텃밭체험,1
173,레포츠,해양레저,1
173,미식,먹부림여행,1
173,체험,블루베리체험,1
173,휴식/힐링,즉흥여행,1
173,휴식/힐링,펫캉스,1
173,체험,사격체험,1
173,체험,야경투어,1
173,체험,원예체험,1
173,체험,농사체험,1
173,휴식/힐링,워케이션,1
173,체험,요트체험,1
173,체험,타종체험,1
173,체험,투명카누체험,1
173,레포츠,페러글라이딩,1
173,체험,숙박체험,1
173,체험,토끼먹이주기체험,1
173,체험,전쟁체험,1
