기준연월,동반유형명,언급건수
202206,기타가족,13135
202206,친구,6590
202206,부모님,6006
202206,자녀,5267
202206,회사동료,4735
202206,배우자,3815
202206,싱글,2321
202206,연인,1876
202206,학생,1252
