지표 코드,지표명,지표 순위값,지역명
1,방문자유입,48,서구
2,숙박방문자 비율,48,서구
3,체류시간,53,서구
4,목적지 검색량,53,서구
5,관광소비,43,서구
1,방문자유입,62,평택시
2,숙박방문자 비율,35,평택시
3,체류시간,16,평택시
4,목적지 검색량,38,평택시
5,관광소비,26,평택시
1,방문자유입,45,파주시
2,숙박방문자 비율,59,파주시
3,체류시간,134,파주시
4,목적지 검색량,6,파주시
5,관광소비,19,파주시
1,방문자유입,44,김포시
2,숙박방문자 비율,63,김포시
3,체류시간,80,김포시
4,목적지 검색량,26,김포시
5,관광소비,22,김포시
