업종중분류명,지역명,비율
음식,경상남도 김해시,45.9
쇼핑,경상남도 김해시,23.4
문화관광,경상남도 김해시,9.6
레저스포츠,경상남도 김해시,6.0
기타관광,경상남도 김해시,5.7
숙박,경상남도 김해시,5.3
역사관광,경상남도 김해시,2.6
자연관광,경상남도 김해시,0.8
체험관광,경상남도 김해시,0.6
