지역코드,지역명,평균 체류시간,평균 숙박일수
41111,수원시 장안구,979.0,2.91
41113,수원시 권선구,1149.0,2.85
41115,수원시 팔달구,631.0,2.54
41117,수원시 영통구,917.0,2.89
41131,성남시 수정구,924.0,2.87
41133,성남시 중원구,1075.0,2.71
41135,성남시 분당구,903.0,2.98
41150,의정부시,1401.0,2.85
41171,안양시 만안구,983.0,2.77
41173,안양시 동안구,961.0,2.8
41190,부천시,1440.0,2.92
41210,광명시,825.0,2.81
41220,평택시,2104.0,2.96
41250,동두천시,1273.0,2.78
41271,안산시 상록구,1765.0,2.93
41273,안산시 단원구,1097.0,2.64
41281,고양시 덕양구,866.0,2.92
41285,고양시 일산동구,868.0,2.86
41287,고양시 일산서구,871.0,2.86
41290,과천시,498.0,2.84
41310,구리시,856.0,2.93
41360,남양주시,1113.0,2.83
41370,오산시,1354.0,2.89
41390,시흥시,1075.0,2.82
41410,군포시,1162.0,2.85
41430,의왕시,702.0,2.82
41450,하남시,728.0,2.91
41461,용인시 처인구,1127.0,2.7
41463,용인시 기흥구,1070.0,2.93
41465,용인시 수지구,1246.0,2.95
41480,파주시,1083.0,2.79
41500,이천시,1103.0,2.81
41550,안성시,956.0,2.78
41570,김포시,1218.0,2.89
41590,화성시,1407.0,2.8
41610,광주시,940.0,2.79
41630,양주시,1081.0,2.75
41650,포천시,1079.0,2.48
41670,여주시,912.0,2.66
41800,연천군,1087.0,2.47
41820,가평군,875.0,2.27
41830,양평군,814.0,2.45
