업종중분류명,지역명,비율
음식,경상남도 김해시,49.4
쇼핑,경상남도 김해시,17.5
문화관광,경상남도 김해시,13.0
레저스포츠,경상남도 김해시,6.2
숙박,경상남도 김해시,6.2
기타관광,경상남도 김해시,3.7
역사관광,경상남도 김해시,2.2
자연관광,경상남도 김해시,1.4
체험관광,경상남도 김해시,0.3
