지표 코드,지표명,지표 순위값,지역명
1,방문자유입,23,부천시
2,숙박방문자 비율,29,부천시
3,체류시간,118,부천시
4,목적지 검색량,35,부천시
1,방문자유입,28,고양시 덕양구
2,숙박방문자 비율,81,고양시 덕양구
3,체류시간,200,고양시 덕양구
4,목적지 검색량,17,고양시 덕양구
5,관광소비,17,고양시 덕양구
1,방문자유입,31,고양시 일산동구
2,숙박방문자 비율,96,고양시 일산동구
3,체류시간,213,고양시 일산동구
4,목적지 검색량,31,고양시 일산동구
5,관광소비,30,고양시 일산동구
1,방문자유입,44,파주시
2,숙박방문자 비율,45,파주시
3,체류시간,116,파주시
4,목적지 검색량,6,파주시
5,관광소비,24,파주시
