업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,265291.0
쇼핑업,레저용품쇼핑,4785.0
쇼핑업,기타관광쇼핑,61591.0
숙박업,캠핑장/펜션,95.0
숙박업,기타숙박,928.0
식음료업,일반외식업,43091.0
식음료업,제과음료업,18945.0
여가서비스업,관광유원시설,166.0
여가서비스업,골프장,19800.0
여가서비스업,기타레저,2934.0
여가서비스업,문화서비스,448.0
여행업,여행업,25.0
운송업,육상운송,5060.0
의료웰니스업,의료관광,3885.0
의료웰니스업,뷰티,1065.0
