업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,49.6,2.3
쇼핑업,기타관광쇼핑,49.6,30.7
쇼핑업,대형쇼핑몰,49.6,67.0
숙박업,호텔,0.7,12.9
숙박업,캠핑장/펜션,0.7,5.6
숙박업,기타숙박,0.7,81.5
식음료업,일반외식업,26.1,83.6
식음료업,제과음료업,26.1,16.4
여가서비스업,관광유원시설,11.2,2.8
여가서비스업,골프장,11.2,81.6
여가서비스업,기타레저,11.2,11.1
여가서비스업,문화서비스,11.2,4.4
여행업,여행업,0.1,100.0
운송업,육상운송,11.1,99.9
운송업,렌터카,11.1,0.1
의료웰니스업,의료관광,1.0,16.5
의료웰니스업,뷰티,1.0,83.5
