업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,148,144,2.8,15435,14375,7.4
레저스포츠,191,153,24.8,15435,14375,7.4
문화관광,1566,1358,15.3,15435,14375,7.4
쇼핑,1678,1628,3.1,15435,14375,7.4
숙박,648,506,28.1,15435,14375,7.4
역사관광,67,110,-39.1,15435,14375,7.4
음식,11115,10446,6.4,15435,14375,7.4
자연관광,10,26,-61.5,15435,14375,7.4
체험관광,12,4,200.0,15435,14375,7.4
