업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,81,77,5.2,13226,12041,9.8
문화관광,1707,1432,19.2,13226,12041,9.8
쇼핑,1753,1767,-0.8,13226,12041,9.8
숙박,881,624,41.2,13226,12041,9.8
역사관광,4,3,33.3,13226,12041,9.8
음식,8742,8064,8.4,13226,12041,9.8
자연관광,39,43,-9.3,13226,12041,9.8
체험관광,19,31,-38.7,13226,12041,9.8
