업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,2885,4183,-31.0,23717,24700,-4.0
레저스포츠,1138,1154,-1.4,23717,24700,-4.0
문화관광,2261,3058,-26.1,23717,24700,-4.0
쇼핑,4438,5286,-16.0,23717,24700,-4.0
숙박,904,777,16.3,23717,24700,-4.0
역사관광,322,393,-18.1,23717,24700,-4.0
음식,11408,9391,21.5,23717,24700,-4.0
자연관광,236,338,-30.2,23717,24700,-4.0
체험관광,125,120,4.2,23717,24700,-4.0
