업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,61,74,-17.6,16873,16169,4.4
레저스포츠,501,547,-8.4,16873,16169,4.4
문화관광,902,798,13.0,16873,16169,4.4
쇼핑,7895,7685,2.7,16873,16169,4.4
숙박,249,192,29.7,16873,16169,4.4
역사관광,389,512,-24.0,16873,16169,4.4
음식,6795,6305,7.8,16873,16169,4.4
자연관광,0,7,-100.0,16873,16169,4.4
체험관광,81,49,65.3,16873,16169,4.4
