국가명,비율(%)
중국,35.19
미국,15.2
필리핀,14.11
기타,9.42
캐나다,6.56
인도네시아,3.85
인도,3.7
베트남,2.81
러시아,2.08
일본,2.03
태국,1.46
프랑스,0.68
독일,0.52
영국,0.47
홍콩,0.31
오스트레일리아,0.31
말레이시아,0.31
대만,0.31
몽골,0.26
싱가포르,0.1
카자흐스탄,0.1
멕시코,0.1
아랍에미리트,0.05
사우디아라비아,0.05
