기준연월,목적지 유형,목적지 검색량
202104,전체,572353
202104,숙박,21539
202104,음식,205047
202104,기타관광,95125
202104,쇼핑,103868
202104,자연관광,7654
202104,문화관광,71275
202104,역사관광,9398
202104,체험관광,1538
202104,레저스포츠,56909
