거리구분명,방문자수,방문자비율
30km 미만,1491178.0,42.93
30km 이상 70km 미만,1632186.0,46.99
70km 이상 140km 미만 ,170940.0,4.92
140km 이상 190km 미만,55349.0,1.59
190km 이상 240km 미만,24826.0,0.71
240km 이상 ,99236.0,2.86
