국가명,비율(%)
중국,36.18
기타,23.59
필리핀,7.6
인도,6.33
인도네시아,5.59
미국,5.2
일본,2.36
베트남,1.83
튀르키예,1.83
러시아,1.71
독일,1.68
태국,1.51
프랑스,1.27
카자흐스탄,0.98
말레이시아,0.59
캐나다,0.44
대만,0.35
영국,0.35
몽골,0.24
멕시코,0.18
싱가포르,0.12
아랍에미리트,0.06
사우디아라비아,0.0
홍콩,0.0
