기준연월,동반유형명,언급건수
202006,기타가족,14189
202006,부모님,6159
202006,친구,5987
202006,자녀,5182
202006,회사동료,4769
202006,배우자,3894
202006,싱글,2152
202006,연인,1955
202006,학생,1004
