기준년월,기초지자체,중분류,소비액(천원)
202410,파주시,관광총소비,3636399.0
202411,파주시,관광총소비,3234572.0
202412,파주시,관광총소비,3195199.0
202501,파주시,관광총소비,2355776.0
202502,파주시,관광총소비,1869667.0
202503,파주시,관광총소비,2907276.0
202504,파주시,관광총소비,3769305.0
202505,파주시,관광총소비,3810662.0
202506,파주시,관광총소비,3419602.0
202507,파주시,관광총소비,3203522.0
202508,파주시,관광총소비,2898874.0
202509,파주시,관광총소비,3191576.0
202410,파주시,호텔,17404.0
202410,파주시,캠핑장/펜션,2040.0
202410,파주시,기타숙박,106619.0
202410,파주시,여행업,134.0
202410,파주시,육상운송,24298.0
202410,파주시,렌터카,170.0
202410,파주시,대형쇼핑몰,1775468.0
202410,파주시,레저용품쇼핑,28960.0
202410,파주시,기타관광쇼핑,987698.0
202410,파주시,관광유원시설,4351.0
202410,파주시,골프장,67428.0
202410,파주시,기타레저,65997.0
202410,파주시,문화서비스,1077.0
202410,파주시,의료관광,67191.0
202410,파주시,뷰티,37675.0
202410,파주시,일반외식업,371258.0
202410,파주시,제과음료업,78630.0
202411,파주시,호텔,9655.0
202411,파주시,캠핑장/펜션,3750.0
202411,파주시,기타숙박,270462.0
202411,파주시,여행업,1290.0
202411,파주시,육상운송,20318.0
202411,파주시,렌터카,822.0
202411,파주시,대형쇼핑몰,1486234.0
202411,파주시,레저용품쇼핑,10329.0
202411,파주시,기타관광쇼핑,896082.0
202411,파주시,관광유원시설,1729.0
202411,파주시,골프장,50218.0
202411,파주시,기타레저,33101.0
202411,파주시,문화서비스,1301.0
202411,파주시,의료관광,52172.0
202411,파주시,뷰티,28563.0
202411,파주시,일반외식업,312571.0
202411,파주시,제과음료업,55977.0
202412,파주시,호텔,16793.0
202412,파주시,캠핑장/펜션,14250.0
202412,파주시,기타숙박,91411.0
202412,파주시,육상운송,21676.0
202412,파주시,렌터카,280.0
202412,파주시,대형쇼핑몰,1859525.0
202412,파주시,레저용품쇼핑,9884.0
202412,파주시,기타관광쇼핑,738413.0
202412,파주시,관광유원시설,3624.0
202412,파주시,골프장,8088.0
202412,파주시,기타레저,23128.0
202412,파주시,문화서비스,2340.0
202412,파주시,의료관광,54904.0
202412,파주시,뷰티,21753.0
202412,파주시,일반외식업,271643.0
202412,파주시,제과음료업,57487.0
202501,파주시,호텔,28740.0
202501,파주시,캠핑장/펜션,24937.0
202501,파주시,기타숙박,39766.0
202501,파주시,육상운송,35876.0
202501,파주시,렌터카,176.0
202501,파주시,대형쇼핑몰,1367393.0
202501,파주시,레저용품쇼핑,11680.0
202501,파주시,기타관광쇼핑,503551.0
202501,파주시,관광유원시설,634.0
202501,파주시,골프장,5431.0
202501,파주시,기타레저,20091.0
202501,파주시,문화서비스,1252.0
202501,파주시,의료관광,42584.0
202501,파주시,뷰티,18368.0
202501,파주시,일반외식업,200564.0
202501,파주시,제과음료업,54732.0
202502,파주시,호텔,1316.0
202502,파주시,캠핑장/펜션,4062.0
202502,파주시,기타숙박,50801.0
202502,파주시,여행업,1420.0
202502,파주시,육상운송,18775.0
202502,파주시,렌터카,100.0
202502,파주시,대형쇼핑몰,922831.0
202502,파주시,레저용품쇼핑,8182.0
202502,파주시,기타관광쇼핑,515619.0
202502,파주시,관광유원시설,1492.0
202502,파주시,골프장,6026.0
202502,파주시,기타레저,26081.0
202502,파주시,문화서비스,643.0
202502,파주시,의료관광,43977.0
202502,파주시,뷰티,17198.0
202502,파주시,일반외식업,201362.0
202502,파주시,제과음료업,49780.0
202503,파주시,호텔,6668.0
202503,파주시,캠핑장/펜션,55.0
202503,파주시,기타숙박,87580.0
202503,파주시,여행업,54.0
202503,파주시,육상운송,19502.0
202503,파주시,렌터카,848.0
202503,파주시,대형쇼핑몰,1206916.0
202503,파주시,레저용품쇼핑,8232.0
202503,파주시,기타관광쇼핑,994930.0
202503,파주시,관광유원시설,5686.0
202503,파주시,골프장,28067.0
202503,파주시,기타레저,31286.0
202503,파주시,문화서비스,1208.0
202503,파주시,의료관광,72847.0
202503,파주시,뷰티,25647.0
202503,파주시,일반외식업,333416.0
202503,파주시,제과음료업,84333.0
202504,파주시,호텔,8824.0
202504,파주시,캠핑장/펜션,600.0
202504,파주시,기타숙박,95767.0
202504,파주시,여행업,29.0
202504,파주시,육상운송,17176.0
202504,파주시,렌터카,187.0
202504,파주시,대형쇼핑몰,1729962.0
202504,파주시,레저용품쇼핑,12258.0
202504,파주시,기타관광쇼핑,1249259.0
202504,파주시,관광유원시설,2620.0
202504,파주시,골프장,46861.0
202504,파주시,기타레저,37305.0
202504,파주시,문화서비스,1546.0
202504,파주시,의료관광,63633.0
202504,파주시,뷰티,26101.0
202504,파주시,일반외식업,401171.0
202504,파주시,제과음료업,76006.0
202505,파주시,호텔,13771.0
202505,파주시,캠핑장/펜션,300.0
202505,파주시,기타숙박,59522.0
202505,파주시,육상운송,19428.0
202505,파주시,렌터카,303.0
202505,파주시,대형쇼핑몰,1949455.0
202505,파주시,레저용품쇼핑,18852.0
202505,파주시,기타관광쇼핑,1135595.0
202505,파주시,관광유원시설,3467.0
202505,파주시,골프장,54230.0
202505,파주시,기타레저,31500.0
202505,파주시,문화서비스,1903.0
202505,파주시,의료관광,36748.0
202505,파주시,뷰티,24046.0
202505,파주시,일반외식업,386998.0
202505,파주시,제과음료업,74546.0
202506,파주시,호텔,15501.0
202506,파주시,캠핑장/펜션,65.0
202506,파주시,기타숙박,54693.0
202506,파주시,여행업,85.0
202506,파주시,육상운송,17790.0
202506,파주시,렌터카,356.0
202506,파주시,대형쇼핑몰,1712167.0
202506,파주시,레저용품쇼핑,11543.0
202506,파주시,기타관광쇼핑,1000059.0
202506,파주시,관광유원시설,3167.0
202506,파주시,골프장,38719.0
202506,파주시,기타레저,39488.0
202506,파주시,문화서비스,5125.0
202506,파주시,의료관광,45619.0
202506,파주시,뷰티,23218.0
202506,파주시,일반외식업,382305.0
202506,파주시,제과음료업,69702.0
202507,파주시,호텔,32581.0
202507,파주시,캠핑장/펜션,495.0
202507,파주시,기타숙박,100165.0
202507,파주시,육상운송,22140.0
202507,파주시,렌터카,208.0
202507,파주시,대형쇼핑몰,1312152.0
202507,파주시,레저용품쇼핑,16250.0
202507,파주시,기타관광쇼핑,1153198.0
202507,파주시,관광유원시설,1650.0
202507,파주시,골프장,57481.0
202507,파주시,기타레저,46179.0
202507,파주시,문화서비스,2477.0
202507,파주시,의료관광,35777.0
202507,파주시,뷰티,18658.0
202507,파주시,일반외식업,342260.0
202507,파주시,제과음료업,61850.0
202508,파주시,호텔,5936.0
202508,파주시,캠핑장/펜션,40.0
202508,파주시,기타숙박,42993.0
202508,파주시,육상운송,20772.0
202508,파주시,렌터카,180.0
202508,파주시,대형쇼핑몰,1270767.0
202508,파주시,레저용품쇼핑,11317.0
202508,파주시,기타관광쇼핑,1027079.0
202508,파주시,관광유원시설,2264.0
202508,파주시,골프장,37956.0
202508,파주시,기타레저,38049.0
202508,파주시,문화서비스,1699.0
202508,파주시,의료관광,30481.0
202508,파주시,뷰티,21672.0
202508,파주시,일반외식업,327560.0
202508,파주시,제과음료업,60108.0
202509,파주시,호텔,12571.0
202509,파주시,캠핑장/펜션,10.0
202509,파주시,기타숙박,33191.0
202509,파주시,여행업,7041.0
202509,파주시,육상운송,14977.0
202509,파주시,렌터카,269.0
202509,파주시,대형쇼핑몰,1344407.0
202509,파주시,레저용품쇼핑,13442.0
202509,파주시,기타관광쇼핑,1169180.0
202509,파주시,관광유원시설,2960.0
202509,파주시,골프장,50246.0
202509,파주시,기타레저,30078.0
202509,파주시,문화서비스,851.0
202509,파주시,의료관광,38695.0
202509,파주시,뷰티,26141.0
202509,파주시,일반외식업,389093.0
202509,파주시,제과음료업,58423.0
202508,파주시,여행업,0.0
