지표 코드,지표명,지표 순위값,지역명
1,방문자유입,37,유성구
2,숙박방문자 비율,34,유성구
3,체류시간,88,유성구
4,목적지 검색량,29,유성구
5,관광소비,13,유성구
1,방문자유입,43,시흥시
2,숙박방문자 비율,47,시흥시
3,체류시간,113,시흥시
4,목적지 검색량,23,시흥시
5,관광소비,23,시흥시
1,방문자유입,30,용인시 기흥구
2,숙박방문자 비율,76,용인시 기흥구
3,체류시간,147,용인시 기흥구
4,목적지 검색량,25,용인시 기흥구
5,관광소비,19,용인시 기흥구
1,방문자유입,35,파주시
2,숙박방문자 비율,43,파주시
3,체류시간,130,파주시
4,목적지 검색량,5,파주시
5,관광소비,21,파주시
