성/연령,지역명,비율
50대 남성,경기도 양주시,12.2
40대 남성,경기도 양주시,9.7
20대 남성,경기도 양주시,9.5
50대 여성,경기도 양주시,9.5
60대 남성,경기도 양주시,9.2
30대 남성,경기도 양주시,8.6
40대 여성,경기도 양주시,7.4
60대 여성,경기도 양주시,6.6
30대 여성,경기도 양주시,6.1
20대 여성,경기도 양주시,6.1
10대 남성,경기도 양주시,3.7
10대 여성,경기도 양주시,3.6
70대 이상 남성,경기도 양주시,3.3
70대 이상 여성,경기도 양주시,3.1
10대 미만 여성,경기도 양주시,0.8
10대 미만 남성,경기도 양주시,0.7
