업종중분류명,지역명,비율
음식,전라남도 나주시,50.8
기타관광,전라남도 나주시,14.7
레저스포츠,전라남도 나주시,9.7
문화관광,전라남도 나주시,9.6
숙박,전라남도 나주시,8.7
역사관광,전라남도 나주시,2.4
쇼핑,전라남도 나주시,2.4
자연관광,전라남도 나주시,1.5
체험관광,전라남도 나주시,0.1
