업종중분류명,지역명,비율
음식,충청남도 아산시,39.9
기타관광,충청남도 아산시,24.3
문화관광,충청남도 아산시,8.5
숙박,충청남도 아산시,6.5
레저스포츠,충청남도 아산시,5.8
쇼핑,충청남도 아산시,4.3
역사관광,충청남도 아산시,4.0
체험관광,충청남도 아산시,3.8
자연관광,충청남도 아산시,3.0
