업종중분류명,지역명,비율
음식,강원특별자치도 춘천시,43.5
레저스포츠,강원특별자치도 춘천시,15.7
문화관광,강원특별자치도 춘천시,14.8
기타관광,강원특별자치도 춘천시,9.0
숙박,강원특별자치도 춘천시,8.5
자연관광,강원특별자치도 춘천시,5.0
쇼핑,강원특별자치도 춘천시,1.5
역사관광,강원특별자치도 춘천시,1.0
체험관광,강원특별자치도 춘천시,0.9
