업종중분류명,지역명,비율
음식,서울특별시 노원구,36.1
쇼핑,서울특별시 노원구,31.6
문화관광,서울특별시 노원구,13.0
레저스포츠,서울특별시 노원구,8.3
기타관광,서울특별시 노원구,4.9
숙박,서울특별시 노원구,3.1
자연관광,서울특별시 노원구,1.5
역사관광,서울특별시 노원구,1.2
체험관광,서울특별시 노원구,0.4
