지표 코드,지표명,지표 순위값,지역명
1,방문자유입,16,성남시 분당구
2,숙박방문자 비율,25,성남시 분당구
3,체류시간,123,성남시 분당구
4,목적지 검색량,12,성남시 분당구
5,관광소비,7,성남시 분당구
1,방문자유입,27,고양시 일산동구
2,숙박방문자 비율,68,고양시 일산동구
3,체류시간,150,고양시 일산동구
4,목적지 검색량,29,고양시 일산동구
5,관광소비,30,고양시 일산동구
1,방문자유입,43,시흥시
2,숙박방문자 비율,38,시흥시
3,체류시간,121,시흥시
4,목적지 검색량,23,시흥시
5,관광소비,24,시흥시
1,방문자유입,39,파주시
2,숙박방문자 비율,33,파주시
3,체류시간,71,파주시
4,목적지 검색량,5,파주시
5,관광소비,21,파주시
