기준연월,목적지 유형,목적지 검색량
202111,전체,584932
202111,숙박,27577
202111,음식,229105
202111,기타관광,90117
202111,쇼핑,104057
202111,자연관광,5533
202111,문화관광,66270
202111,역사관광,11379
202111,체험관광,1615
202111,레저스포츠,49279
