기준연월,목적지 유형,목적지 검색량
202007,전체,508631
202007,숙박,19814
202007,음식,195436
202007,기타관광,89193
202007,쇼핑,85901
202007,자연관광,7296
202007,문화관광,51780
202007,역사관광,8334
202007,체험관광,1326
202007,레저스포츠,49551
