국가명,비율(%)
중국,27.12
필리핀,22.45
미국,17.73
기타,8.44
인도,8.44
러시아,3.15
인도네시아,3.1
캐나다,2.03
태국,1.74
일본,1.74
베트남,1.07
프랑스,0.68
독일,0.45
몽골,0.39
말레이시아,0.28
튀르키예,0.28
영국,0.23
오스트레일리아,0.23
홍콩,0.17
카자흐스탄,0.11
대만,0.11
싱가포르,0.06
사우디아라비아,0.0
