거리구분명,방문자수,방문자비율
30km 미만,1374656.0,42.03
30km 이상 70km 미만,1541358.0,47.13
70km 이상 140km 미만 ,170135.0,5.2
140km 이상 190km 미만,59598.0,1.82
190km 이상 240km 미만,25886.0,0.79
240km 이상 ,98665.0,3.02
