유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,39.1,12.8
음식,외국식,39.1,9.0
음식,음식점기타,39.1,0.4
음식,전문음식,39.1,19.0
음식,카페/찻집,39.1,22.1
음식,한식,39.1,36.7
쇼핑,시장,19.1,2.7
쇼핑,쇼핑몰,19.1,93.2
쇼핑,기타쇼핑시설,19.1,4.1
기타관광,기타관광,13.9,100.0
문화관광,테마공원,12.1,4.9
문화관광,전시시설,12.1,2.6
문화관광,복합관광시설,12.1,7.8
문화관광,레저스포츠시설,12.1,3.6
문화관광,랜드마크관광,12.1,3.2
문화관광,도시공원,12.1,54.5
문화관광,기타문화관광지,12.1,3.6
문화관광,공연시설,12.1,19.8
레저스포츠,육상레저스포츠,7.8,92.5
레저스포츠,수상레저스포츠,7.8,6.4
레저스포츠,기타레저스포츠,7.8,1.1
숙박,캠핑,3.1,48.5
숙박,호텔,3.1,24.1
숙박,콘도미니엄,3.1,2.0
숙박,모텔,3.1,24.8
숙박,기타숙박,3.1,0.5
자연관광,자연경관(산),2.2,49.3
자연관광,자연경관(하천/해양),2.2,6.2
자연관광,자연공원,2.2,44.4
역사관광,종교성지,2.1,62.3
역사관광,역사유적지,2.1,37.1
역사관광,역사유물,2.1,0.6
체험관광,농/산/어촌체험,0.5,98.4
체험관광,웰니스관광,0.5,1.6
