성/연령,지역명,비율
50대 남성,경기도 평택시,12.9
40대 남성,경기도 평택시,12.6
30대 남성,경기도 평택시,12.4
20대 남성,경기도 평택시,11.9
50대 여성,경기도 평택시,8.5
20대 여성,경기도 평택시,7.5
40대 여성,경기도 평택시,7.3
30대 여성,경기도 평택시,7.0
60대 남성,경기도 평택시,6.4
60대 여성,경기도 평택시,4.1
10대 남성,경기도 평택시,2.6
10대 여성,경기도 평택시,2.4
70대 이상 남성,경기도 평택시,1.9
70대 이상 여성,경기도 평택시,1.6
10대 미만 여성,경기도 평택시,0.5
10대 미만 남성,경기도 평택시,0.4
