업종중분류명,지역명,비율
음식,경기도 파주시,30.8
쇼핑,경기도 파주시,19.5
기타관광,경기도 파주시,17.7
문화관광,경기도 파주시,13.4
레저스포츠,경기도 파주시,10.4
숙박,경기도 파주시,4.3
역사관광,경기도 파주시,2.1
자연관광,경기도 파주시,1.6
체험관광,경기도 파주시,0.3
